Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rapeseed &Mustard,2008,Rabi,Karnataka,255170.52,1013026.96,2123.16,96.81,1.14,3.97
Rapeseed &Mustard,2008,Whole Year,Karnataka,101595.23,312913.31,537.9,200.21,4.4,3.08
Gram,2008,Rabi,Karnataka,448504.34,1489034.41,2007.88,137.81,3.75,3.32
Gram,2008,Summer,Karnataka,274382.02,820402.24,1241.24,161.56,3.62,2.99
Arhar/Tur,2008,Summer,Karnataka,242477.7,695911.0,1417.13,229.23,4.08,2.87
Arhar/Tur,2008,Whole Year,Karnataka,424570.93,755736.26,577.29,85.68,2.33,1.78
Moong(Green Gram),2008,Kharif,Karnataka,29306.02,50699.41,723.1,190.78,2.32,1.73
Moong(Green Gram),2008,Rabi,Karnataka,121280.98,246200.39,1025.68,179.68,2.59,2.03
Potato,2008,Whole Year,Karnataka,362355.45,13149879.28,1065.8,166.19,3.32,36.29
Potato,2008,Summer,Karnataka,277492.8,8729923.49,1171.71,68.29,4.25,31.46
Onion,2008,Whole Year,Karnataka,80623.44,2464658.56,2028.29,101.54,1.82,30.57
Onion,2008,Kharif,Karnataka,62424.44,1963872.88,1064.3,181.64,0.95,31.46
Tomato,2008,Kharif,Karnataka,207705.83,8808804.25,1613.2,143.72,3.83,42.41
Tomato,2008,Summer,Karnataka,385400.17,13751078.07,602.29,103.02,3.97,35.68
Banana,2008,Whole Year,Karnataka,317560.53,19663348.02,1323.79,153.04,0.97,61.92
Banana,2008,Summer,Karnataka,51506.4,3684767.86,1384.02,178.95,0.42,71.54
Rice,2008,Kharif,Madhya Pradesh,239333.19,1701658.98,1850.05,196.18,2.7,7.11
Rice,2008,Rabi,Madhya Pradesh,23004.0,155507.04,1972.54,45.87,1.26,6.76
Wheat,2008,Kharif,Madhya Pradesh,415219.11,1777137.79,502.1,36.19,0.97,4.28
Wheat,2008,Rabi,Madhya Pradesh,395660.05,2916014.57,1862.96,169.61,1.66,7.37
Maize,2008,Summer,Madhya Pradesh,449378.48,2242398.62,823.73,182.67,1.83,4.99
Maize,2008,Rabi,Madhya Pradesh,10645.08,47370.61,1636.47,91.74,2.61,4.45
Cotton(lint),2008,Whole Year,Madhya Pradesh,6161.47,16697.58,572.81,92.39,0.43,2.71
Cotton(lint),2008,Rabi,Madhya Pradesh,315920.28,808755.92,494.76,42.45,1.51,2.56
Sugarcane,2008,Rabi,Madhya Pradesh,269383.01,25779954.06,875.93,140.8,2.43,95.7
Sugarcane,2008,Summer,Madhya Pradesh,262557.82,29535129.17,1122.98,229.31,3.54,112.49
Soybean,2008,Whole Year,Madhya Pradesh,251638.79,664326.41,507.12,87.4,4.18,2.64
Soybean,2008,Rabi,Madhya Pradesh,449773.61,1227881.96,873.53,150.98,3.19,2.73
Groundnut,2008,Kharif,Madhya Pradesh,321998.97,975656.88,708.13,51.94,1.22,3.03
Groundnut,2008,Summer,Madhya Pradesh,20534.23,91993.35,2147.03,180.37,1.59,4.48
Rapeseed &Mustard,2008,Summer,Madhya Pradesh,399459.33,1102507.75,909.43,121.97,1.73,2.76
Rapeseed &Mustard,2008,Rabi,Madhya Pradesh,371424.22,1181129.02,948.78,237.94,0.53,3.18
Gram,2008,Summer,Madhya Pradesh,331171.38,781564.46,1276.63,200.77,4.3,2.36
Gram,2008,Whole Year,Madhya Pradesh,209533.38,678888.15,1641.81,215.64,1.09,3.24
Arhar/Tur,2008,Kharif,Madhya Pradesh,290657.41,581314.82,1113.44,46.35,1.81,2.0
Arhar/Tur,2008,Whole Year,Madhya Pradesh,72508.29,158068.07,414.01,188.13,0.66,2.18
Moong(Green Gram),2008,Whole Year,Madhya Pradesh,84249.39,116264.16,579.51,106.3,2.36,1.38
Moong(Green Gram),2008,Rabi,Madhya Pradesh,81041.26,153978.39,1564.73,127.5,2.33,1.9
Potato,2008,Whole Year,Madhya Pradesh,209393.8,6646159.21,1508.1,49.96,4.29,31.74
Potato,2008,Kharif,Madhya Pradesh,427556.09,11928814.91,723.0,35.34,0.37,27.9
Onion,2008,Whole Year,Madhya Pradesh,245266.82,5491524.1,1358.16,45.93,3.2,22.39
Onion,2008,Rabi,Madhya Pradesh,211510.97,6448969.48,1696.58,141.18,1.9,30.49
Tomato,2008,Summer,Madhya Pradesh,434761.89,17490470.83,1898.03,89.77,1.76,40.23
Tomato,2008,Whole Year,Madhya Pradesh,77989.52,2964381.66,1043.47,183.18,4.34,38.01
Banana,2008,Rabi,Madhya Pradesh,380196.77,20568645.26,1153.09,122.58,2.93,54.1
Banana,2008,Summer,Madhya Pradesh,156004.31,9505342.61,1026.34,128.5,1.64,60.93
Rice,2008,Rabi,Maharashtra,187668.28,1157913.29,1211.63,203.65,0.62,6.17
Rice,2008,Whole Year,Maharashtra,139836.07,1085127.9,2078.58,82.18,2.96,7.76
Wheat,2008,Kharif,Maharashtra,313842.47,2341264.83,1456.28,204.88,0.51,7.46
Wheat,2008,Summer,Maharashtra,170932.81,1251228.17,1012.49,160.37,4.03,7.32
Maize,2008,Rabi,Maharashtra,140463.26,804854.48,1969.24,62.73,1.09,5.73
Maize,2008,Summer,Maharashtra,321001.07,1637105.46,683.87,82.98,0.87,5.1
Cotton(lint),2008,Summer,Maharashtra,246651.59,678291.87,660.13,58.13,4.26,2.75
Cotton(lint),2008,Whole Year,Maharashtra,183252.23,775156.93,1040.12,196.11,2.39,4.23
Sugarcane,2008,Kharif,Maharashtra,327225.17,37915580.45,1674.15,62.19,4.13,115.87
Sugarcane,2008,Summer,Maharashtra,102915.51,10497382.02,1282.4,105.24,3.76,102.0
Soybean,2008,Kharif,Maharashtra,92813.0,380533.3,1727.01,176.94,1.26,4.1
Soybean,2008,Rabi,Maharashtra,325178.87,926759.78,742.82,122.85,0.51,2.85
Groundnut,2008,Rabi,Maharashtra,174486.76,776466.08,1412.75,198.62,2.04,4.45
Groundnut,2008,Summer,Maharashtra,411079.12,1927961.07,896.0,198.17,4.15,4.69
Rapeseed &Mustard,2008,Kharif,Maharashtra,10221.33,31175.06,1270.47,135.22,1.58,3.05
Rapeseed &Mustard,2008,Whole Year,Maharashtra,302682.19,1004904.87,1808.31,141.46,2.74,3.32
Gram,2008,Rabi,Maharashtra,230328.46,732444.5,2117.92,130.5,3.21,3.18
Gram,2008,Summer,Maharashtra,406003.95,1526574.85,2051.42,225.44,1.36,3.76
Arhar/Tur,2008,Whole Year,Maharashtra,118516.33,215699.72,470.66,94.14,3.4,1.82
Arhar/Tur,2008,Summer,Maharashtra,205165.63,533430.64,1656.53,111.47,0.89,2.6
Moong(Green Gram),2008,Summer,Maharashtra,231200.74,434657.39,1456.92,130.06,1.6,1.88
Moong(Green Gram),2008,Whole Year,Maharashtra,411540.95,724312.07,437.16,232.09,2.19,1.76
Potato,2008,Summer,Maharashtra,172704.09,7849400.89,1904.03,233.11,2.09,45.45
Potato,2008,Kharif,Maharashtra,192393.94,6200856.69,1393.63,78.5,3.4,32.23
Onion,2008,Whole Year,Maharashtra,93438.86,2449966.91,759.43,136.34,3.09,26.22
Onion,2008,Rabi,Maharashtra,434644.53,15903643.35,2094.94,211.66,2.35,36.59
Tomato,2008,Kharif,Maharashtra,386919.66,11301923.27,863.96,77.55,2.27,29.21
Tomato,2008,Summer,Maharashtra,122701.4,4527681.66,705.47,180.88,3.51,36.9
Banana,2008,Whole Year,Maharashtra,350690.85,22696711.81,869.14,64.21,1.65,64.72
Banana,2008,Summer,Maharashtra,59328.91,4016567.21,1223.62,86.34,3.82,67.7
Rice,2008,Summer,Odisha,335941.58,2365028.72,1488.3,174.14,0.28,7.04
Rice,2008,Kharif,Odisha,4700.56,21904.61,459.36,208.9,3.14,4.66
Wheat,2008,Kharif,Odisha,157447.59,1086388.37,1606.58,164.91,4.2,6.9
Wheat,2008,Rabi,Odisha,154007.45,1128874.61,1803.24,150.79,4.44,7.33
Maize,2008,Kharif,Odisha,446257.04,2253598.05,755.33,150.86,4.18,5.05
Maize,2008,Whole Year,Odisha,342520.72,1924966.45,2174.85,67.89,3.49,5.62
Cotton(lint),2008,Whole Year,Odisha,83750.78,319927.98,1626.36,142.01,2.41,3.82
Cotton(lint),2008,Kharif,Odisha,407742.12,1129445.67,474.25,120.65,0.42,2.77
Sugarcane,2008,Summer,Odisha,291376.51,22412681.15,459.49,30.24,0.54,76.92
Sugarcane,2008,Whole Year,Odisha,17634.15,1939227.48,1278.57,179.53,3.94,109.97
Soybean,2008,Rabi,Odisha,186923.74,809379.79,2074.63,194.83,1.06,4.33
Soybean,2008,Summer,Odisha,252167.48,925454.65,1821.41,185.15,2.89,3.67
Groundnut,2008,Summer,Odisha,117168.74,476876.77,1590.49,36.73,0.56,4.07
Groundnut,2008,Kharif,Odisha,344316.33,1067380.62,439.88,135.36,1.38,3.1
Rapeseed &Mustard,2008,Whole Year,Odisha,388356.73,1370899.26,1255.75,238.83,4.41,3.53
Rapeseed &Mustard,2008,Rabi,Odisha,179403.89,439539.53,1055.9,32.55,1.27,2.45
Gram,2008,Rabi,Odisha,447984.64,788452.97,613.93,33.14,4.03,1.76
Gram,2008,Summer,Odisha,365051.41,1149911.94,1946.18,238.23,1.46,3.15
Arhar/Tur,2008,Whole Year,Odisha,355593.65,792973.84,1867.37,47.79,2.88,2.23
Arhar/Tur,2008,Rabi,Odisha,331287.94,1056808.53,1909.3,229.41,3.94,3.19
Moong(Green Gram),2008,Whole Year,Odisha,69944.71,119605.45,1120.58,106.96,2.61,1.71
Moong(Green Gram),2008,Kharif,Odisha,151124.05,205528.71,462.11,90.51,3.5,1.36
Potato,2008,Summer,Odisha,118881.95,3565269.68,777.76,155.81,0.58,29.99
Potato,2008,Kharif,Odisha,324438.67,9931067.69,1398.65,118.8,2.63,30.61
Onion,2008,Whole Year,Odisha,98142.23,2667505.81,1685.44,107.69,1.4,27.18
Onion,2008,Kharif,Odisha,97353.51,2408525.84,760.63,238.01,3.65,24.74
Tomato,2008,Summer,Odisha,258187.87,8706094.98,796.44,211.06,3.39,33.72
Tomato,2008,Whole Year,Odisha,185357.95,5738682.13,2073.9,102.14,4.34,30.96
Banana,2008,Whole Year,Odisha,76247.33,3752893.58,454.76,98.91,4.11,49.22
Banana,2008,Summer,Odisha,203447.42,11793846.94,2089.24,55.73,1.11,57.97
Rice,2008,Kharif,Punjab,137433.81,795741.76,1377.8,34.3,2.44,5.79
Rice,2008,Rabi,Punjab,260732.26,2153648.47,1564.9,174.25,3.54,8.26
Wheat,2008,Rabi,Punjab,441719.77,4196337.82,2016.66,230.06,1.86,9.5
Wheat,2008,Summer,Punjab,37689.42,349757.82,1883.16,172.19,1.06,9.28
Maize,2008,Summer,Punjab,41563.56,294685.64,1169.33,58.31,4.13,7.09
Maize,2008,Rabi,Punjab,417683.69,2468510.61,1354.47,104.25,3.63,5.91
Cotton(lint),2008,Kharif,Punjab,325591.64,1836336.85,1842.89,196.26,4.4,5.64
Cotton(lint),2008,Rabi,Punjab,385939.62,1370085.65,400.33,106.11,3.37,3.55
Sugarcane,2008,Kharif,Punjab,337456.78,31822174.35,644.6,43.99,4.4,94.3
Sugarcane,2008,Whole Year,Punjab,218662.53,29814635.97,1894.32,229.63,2.93,136.35
Soybean,2008,Kharif,Punjab,197789.48,1062129.51,2115.7,157.72,1.15,5.37
Soybean,2008,Rabi,Punjab,145971.29,456890.14,543.35,152.52,4.28,3.13
Groundnut,2008,Whole Year,Punjab,56514.09,310262.35,1943.78,218.48,4.27,5.49
Groundnut,2008,Rabi,Punjab,168451.55,678859.75,999.24,66.99,2.81,4.03
Rapeseed &Mustard,2008,Rabi,Punjab,143024.41,607853.74,2090.8,107.39,0.43,4.25
Rapeseed &Mustard,2008,Kharif,Punjab,269260.99,875098.22,1281.81,36.75,2.89,3.25
Gram,2008,Kharif,Punjab,108436.92,253742.39,581.45,84.64,0.96,2.34
Gram,2008,Summer,Punjab,302669.25,892874.29,409.61,236.82,3.97,2.95
Arhar/Tur,2008,Summer,Punjab,155481.72,430684.36,2008.57,91.22,2.62,2.77
Arhar/Tur,2008,Rabi,Punjab,251381.3,721464.33,1775.37,160.06,1.2,2.87
Moong(Green Gram),2008,Kharif,Punjab,289414.35,842195.76,2006.94,215.82,3.21,2.91
Moong(Green Gram),2008,Rabi,Punjab,62045.01,81899.41,1013.83,69.42,3.73,1.32
Potato,2008,Rabi,Punjab,116542.1,4484540.01,467.95,152.47,1.19,38.48
Potato,2008,Whole Year,Punjab,306703.56,12212935.76,1753.88,135.75,4.04,39.82
Onion,2008,Rabi,Punjab,86881.64,2953975.76,556.15,100.77,0.75,34.0
Onion,2008,Whole Year,Punjab,260440.73,9196162.18,866.63,220.85,0.29,35.31
Tomato,2008,Kharif,Punjab,223912.13,10190241.04,457.71,158.59,3.28,45.51
Tomato,2008,Rabi,Punjab,102537.08,3786694.36,798.3,63.9,1.8,36.93
Banana,2008,Whole Year,Punjab,434466.28,31190334.24,1149.27,85.75,1.5,71.79
Banana,2008,Rabi,Punjab,273283.48,17315241.29,1279.8,115.68,1.11,63.36
Rice,2008,Summer,Rajasthan,117909.48,654397.61,1321.42,97.12,0.92,5.55
Rice,2008,Kharif,Rajasthan,42862.26,212168.19,709.05,51.53,2.83,4.95
Wheat,2008,Summer,Rajasthan,5231.46,39131.32,2182.67,173.43,2.97,7.48
Wheat,2008,Rabi,Rajasthan,7495.36,45271.97,1562.74,121.31,1.06,6.04
Maize,2008,Rabi,Rajasthan,207414.46,784026.66,471.01,33.04,0.71,3.78
Maize,2008,Summer,Rajasthan,249266.59,1206450.3,457.34,128.55,4.18,4.84
Cotton(lint),2008,Rabi,Rajasthan,32484.29,158848.18,2009.39,216.52,3.88,4.89
Cotton(lint),2008,Summer,Rajasthan,80255.53,322627.23,1259.48,133.87,2.31,4.02
Sugarcane,2008,Summer,Rajasthan,103487.92,11286392.56,817.22,219.29,3.79,109.06
Sugarcane,2008,Rabi,Rajasthan,213709.34,22518553.16,1105.0,222.25,0.74,105.37
Soybean,2008,Rabi,Rajasthan,200742.22,740738.79,1972.61,126.99,0.29,3.69
Soybean,2008,Kharif,Rajasthan,191266.13,636916.21,1948.67,143.85,3.17,3.33
Groundnut,2008,Kharif,Rajasthan,201105.86,776268.62,1139.66,143.1,1.28,3.86
Groundnut,2008,Whole Year,Rajasthan,66811.96,189745.97,573.79,32.82,2.02,2.84
Rapeseed &Mustard,2008,Summer,Rajasthan,135900.97,366932.62,433.43,216.61,1.18,2.7
Rapeseed &Mustard,2008,Whole Year,Rajasthan,343312.74,793052.43,762.63,79.18,2.44,2.31
Gram,2008,Kharif,Rajasthan,192618.29,624083.26,2131.56,181.81,2.97,3.24
Gram,2008,Rabi,Rajasthan,227599.3,807977.51,1932.17,172.99,4.06,3.55
Arhar/Tur,2008,Summer,Rajasthan,352935.77,787046.77,1520.53,96.16,2.53,2.23
Arhar/Tur,2008,Whole Year,Rajasthan,326430.66,776904.97,2137.06,84.68,0.28,2.38
Moong(Green Gram),2008,Summer,Rajasthan,302615.45,605230.9,1493.01,117.3,1.83,2.0
Moong(Green Gram),2008,Whole Year,Rajasthan,291627.38,504515.37,1213.14,233.43,0.56,1.73
Potato,2008,Whole Year,Rajasthan,374221.77,9467810.78,894.23,144.68,1.12,25.3
Potato,2008,Summer,Rajasthan,120383.19,3899211.52,2140.57,63.62,3.59,32.39
Onion,2008,Summer,Rajasthan,419174.28,11808139.47,980.4,224.49,3.61,28.17
Onion,2008,Rabi,Rajasthan,106422.0,2928733.44,2010.14,68.7,1.12,27.52
Tomato,2008,Rabi,Rajasthan,231758.6,9460386.05,1684.22,224.5,0.58,40.82
Tomato,2008,Summer,Rajasthan,366007.95,13670396.93,1500.84,193.61,3.29,37.35
Banana,2008,Whole Year,Rajasthan,216366.4,11802787.12,1522.74,204.34,1.75,54.55
Banana,2008,Rabi,Rajasthan,168941.59,10406801.94,2065.95,204.08,0.67,61.6
Rice,2008,Summer,Tamil Nadu,44846.49,284775.21,1514.37,60.18,2.45,6.35
Rice,2008,Rabi,Tamil Nadu,440232.13,3830019.53,1973.39,105.4,0.4,8.7
Wheat,2008,Kharif,Tamil Nadu,362833.93,2060896.72,902.68,107.28,0.53,5.68
Wheat,2008,Rabi,Tamil Nadu,134247.27,1112909.87,2042.86,70.49,1.87,8.29
Maize,2008,Kharif,Tamil Nadu,215305.75,1091600.15,802.29,178.18,1.02,5.07
Maize,2008,Rabi,Tamil Nadu,430051.81,2029844.54,451.54,71.94,1.24,4.72
Cotton(lint),2008,Summer,Tamil Nadu,135659.74,487018.47,1391.34,90.92,2.84,3.59
Cotton(lint),2008,Whole Year,Tamil Nadu,17553.27,65122.63,664.53,222.59,4.49,3.71
Sugarcane,2008,Kharif,Tamil Nadu,181399.09,22515255.05,1731.11,233.39,2.16,124.12
Sugarcane,2008,Rabi,Tamil Nadu,4110.32,483085.91,1285.75,141.59,1.07,117.53
Soybean,2008,Kharif,Tamil Nadu,369589.18,1045937.38,1183.91,45.19,3.58,2.83
Soybean,2008,Rabi,Tamil Nadu,285383.68,1289934.23,1984.24,216.43,4.32,4.52
Groundnut,2008,Rabi,Tamil Nadu,149006.23,636256.6,1206.54,102.7,1.65,4.27
Groundnut,2008,Summer,Tamil Nadu,436784.73,1939324.2,1398.88,68.41,0.76,4.44
Rapeseed &Mustard,2008,Rabi,Tamil Nadu,80690.01,313884.14,1323.52,200.94,3.54,3.89
Rapeseed &Mustard,2008,Kharif,Tamil Nadu,114770.91,526798.48,1951.75,217.62,1.03,4.59
Gram,2008,Whole Year,Tamil Nadu,139639.13,374232.87,1424.39,81.66,2.34,2.68
Gram,2008,Summer,Tamil Nadu,427065.32,1486187.31,1925.5,99.94,1.92,3.48
Arhar/Tur,2008,Summer,Tamil Nadu,125781.81,225149.44,685.93,71.09,4.38,1.79
Arhar/Tur,2008,Rabi,Tamil Nadu,265970.05,579814.71,1498.32,62.33,3.61,2.18
Moong(Green Gram),2008,Rabi,Tamil Nadu,33053.83,48589.13,931.47,70.64,2.58,1.47
Moong(Green Gram),2008,Summer,Tamil Nadu,289416.99,526738.92,1365.34,87.69,2.26,1.82
Potato,2008,Summer,Tamil Nadu,351534.7,13375895.33,1912.81,97.96,3.81,38.05
Potato,2008,Kharif,Tamil Nadu,408596.82,16699352.03,1053.74,90.3,2.35,40.87
Onion,2008,Rabi,Tamil Nadu,312336.71,11778217.33,1767.21,209.13,4.38,37.71
Onion,2008,Kharif,Tamil Nadu,177719.08,5201837.47,1618.75,129.96,4.47,29.27
Tomato,2008,Whole Year,Tamil Nadu,375818.81,17317730.76,2025.22,201.03,2.17,46.08
Tomato,2008,Kharif,Tamil Nadu,9596.19,358033.85,1343.19,136.06,2.46,37.31
Banana,2008,Whole Year,Tamil Nadu,73189.89,4883961.36,1063.99,119.03,1.75,66.73
Banana,2008,Rabi,Tamil Nadu,257658.87,22859494.95,1935.42,199.24,0.77,88.72
Rice,2008,Whole Year,Telangana,409700.68,2622084.35,988.13,134.73,4.32,6.4
Rice,2008,Kharif,Telangana,113924.13,669873.88,1146.46,47.29,2.81,5.88
Wheat,2008,Kharif,Telangana,421732.07,2825604.87,1529.72,97.59,1.26,6.7
Wheat,2008,Summer,Telangana,75362.24,473274.87,1351.53,153.92,1.48,6.28
Maize,2008,Whole Year,Telangana,97241.68,505656.74,518.67,141.68,0.47,5.2
Maize,2008,Kharif,Telangana,396829.85,2416693.79,1551.21,44.11,1.29,6.09
Cotton(lint),2008,Summer,Telangana,147476.44,645946.81,1196.48,165.86,2.32,4.38
Cotton(lint),2008,Whole Year,Telangana,333038.47,1741791.2,1670.69,142.18,3.12,5.23
Sugarcane,2008,Whole Year,Telangana,186037.0,22847203.97,1775.64,152.34,0.51,122.81
Sugarcane,2008,Kharif,Telangana,428923.43,43917470.0,497.44,155.34,2.04,102.39
Soybean,2008,Rabi,Telangana,431827.88,1545943.81,1465.82,202.1,3.75,3.58
Soybean,2008,Summer,Telangana,296624.36,975894.14,1521.64,133.86,1.11,3.29
Groundnut,2008,Kharif,Telangana,181153.47,789829.13,1436.29,152.51,3.42,4.36
Groundnut,2008,Rabi,Telangana,386301.96,1811756.19,957.58,233.97,0.71,4.69
Rapeseed &Mustard,2008,Kharif,Telangana,423455.31,1308476.91,1338.07,239.42,2.46,3.09
Rapeseed &Mustard,2008,Rabi,Telangana,139863.17,402805.93,852.78,102.12,2.18,2.88
Gram,2008,Summer,Telangana,405483.09,1443519.8,2157.67,219.39,0.75,3.56
Gram,2008,Whole Year,Telangana,445865.21,1337595.63,1250.11,146.31,2.48,3.0
Arhar/Tur,2008,Whole Year,Telangana,403095.23,874716.65,1844.82,59.3,3.54,2.17
Arhar/Tur,2008,Summer,Telangana,114682.51,385333.23,1947.51,177.04,2.56,3.36
Moong(Green Gram),2008,Kharif,Telangana,213526.93,305343.51,748.66,73.76,3.04,1.43
Moong(Green Gram),2008,Summer,Telangana,93883.3,227197.59,1567.74,212.95,3.42,2.42
Potato,2008,Rabi,Telangana,400940.21,14401772.34,861.53,225.4,2.75,35.92
Potato,2008,Kharif,Telangana,95875.08,4555983.8,2040.22,225.96,2.34,47.52
Onion,2008,Kharif,Telangana,276839.54,9855487.62,2025.0,232.08,3.01,35.6
Onion,2008,Whole Year,Telangana,94142.96,3066236.21,1344.44,146.57,3.39,32.57
Tomato,2008,Summer,Telangana,164130.35,6708007.4,2126.99,123.23,3.45,40.87
Tomato,2008,Rabi,Telangana,257555.43,11984054.16,2009.75,129.79,4.26,46.53
Banana,2008,Kharif,Telangana,309532.19,17426662.3,1246.52,126.35,4.43,56.3
Banana,2008,Summer,Telangana,143712.66,9398807.96,2010.55,134.31,2.78,65.4
Rice,2008,Kharif,Uttar Pradesh,123954.36,947011.31,1715.15,204.83,3.27,7.64
Rice,2008,Rabi,Uttar Pradesh,320597.07,2356388.46,1160.84,166.81,1.31,7.35
Wheat,2008,Summer,Uttar Pradesh,45087.94,322378.77,2036.0,75.15,1.08,7.15
Wheat,2008,Whole Year,Uttar Pradesh,276566.13,1557067.31,738.76,89.91,2.25,5.63
Maize,2008,Rabi,Uttar Pradesh,64805.78,433550.67,2064.34,51.84,1.87,6.69
Maize,2008,Whole Year,Uttar Pradesh,139200.64,870004.0,2185.41,38.11,0.75,6.25
Cotton(lint),2008,Kharif,Uttar Pradesh,397292.56,1918923.06,1857.05,233.25,2.25,4.83
Cotton(lint),2008,Whole Year,Uttar Pradesh,83373.52,325156.73,1197.54,64.81,4.42,3.9
Sugarcane,2008,Summer,Uttar Pradesh,374832.38,35335448.46,987.38,182.85,0.6,94.27
Sugarcane,2008,Kharif,Uttar Pradesh,337513.92,37788058.48,645.25,218.56,1.24,111.96
Soybean,2008,Summer,Uttar Pradesh,88342.45,210255.03,420.08,80.89,3.12,2.38
Soybean,2008,Kharif,Uttar Pradesh,399574.24,1266650.34,1648.76,112.87,1.8,3.17
Groundnut,2008,Rabi,Uttar Pradesh,441417.5,1796569.23,1395.09,35.25,2.8,4.07
Groundnut,2008,Summer,Uttar Pradesh,385527.4,1777281.31,1267.77,194.48,0.82,4.61
Rapeseed &Mustard,2008,Rabi,Uttar Pradesh,74847.71,291157.59,1798.89,78.09,2.46,3.89
Rapeseed &Mustard,2008,Summer,Uttar Pradesh,394781.13,1290934.3,1961.95,124.73,0.27,3.27
Gram,2008,Kharif,Uttar Pradesh,144947.32,388458.82,1704.3,89.82,3.44,2.68
Gram,2008,Summer,Uttar Pradesh,84122.31,307887.65,2082.17,235.14,3.38,3.66
Arhar/Tur,2008,Whole Year,Uttar Pradesh,284035.49,630558.79,1457.61,104.25,2.27,2.22
Arhar/Tur,2008,Rabi,Uttar Pradesh,314391.84,770260.01,1180.65,72.48,1.12,2.45
Moong(Green Gram),2008,Whole Year,Uttar Pradesh,362956.7,558953.32,695.47,122.93,2.32,1.54
Moong(Green Gram),2008,Kharif,Uttar Pradesh,143236.77,227746.46,1049.35,170.56,2.92,1.59
Potato,2008,Rabi,Uttar Pradesh,388323.45,14713575.52,1316.35,120.98,1.82,37.89
Potato,2008,Whole Year,Uttar Pradesh,88683.18,3404547.28,1608.62,83.01,0.28,38.39
Onion,2008,Summer,Uttar Pradesh,158372.05,4139845.39,1907.03,44.03,4.25,26.14
Onion,2008,Rabi,Uttar Pradesh,349487.92,9464132.87,1472.67,165.32,3.46,27.08
Tomato,2008,Kharif,Uttar Pradesh,114946.89,5597913.54,2107.95,163.45,0.87,48.7
Tomato,2008,Rabi,Uttar Pradesh,300078.35,11078892.68,642.5,115.68,0.66,36.92
Banana,2008,Whole Year,Uttar Pradesh,228488.17,14849446.17,1017.43,68.69,0.66,64.99
Banana,2008,Summer,Uttar Pradesh,20172.75,1339672.33,1420.5,113.62,3.52,66.41
Rice,2008,Kharif,West Bengal,212379.97,1533383.38,1963.53,91.23,0.75,7.22
Rice,2008,Summer,West Bengal,400147.03,2985096.84,2088.09,41.26,2.35,7.46
Wheat,2008,Summer,West Bengal,47460.61,289984.33,1208.73,90.29,0.65,6.11
Wheat,2008,Whole Year,West Bengal,250767.54,1790480.24,1140.26,126.67,0.7,7.14
Maize,2008,Summer,West Bengal,39071.94,206690.56,2145.15,38.12,3.44,5.29
Maize,2008,Rabi,West Bengal,30096.05,198633.93,1519.9,152.9,1.41,6.6
Cotton(lint),2008,Whole Year,West Bengal,111804.69,500885.01,1900.37,115.07,4.34,4.48
Cotton(lint),2008,Summer,West Bengal,250350.3,818645.48,1129.28,74.22,2.75,3.27
Sugarcane,2008,Kharif,West Bengal,128401.0,15315671.28,1874.62,46.78,3.88,119.28
Sugarcane,2008,Rabi,West Bengal,69222.76,5451984.58,519.1,75.35,0.75,78.76
Soybean,2008,Whole Year,West Bengal,300753.89,1070683.85,1368.75,196.36,2.33,3.56
Soybean,2008,Rabi,West Bengal,291589.72,1055554.79,2072.97,62.26,0.97,3.62
Groundnut,2008,Whole Year,West Bengal,91506.75,520673.41,2002.21,210.4,0.53,5.69
Groundnut,2008,Summer,West Bengal,274345.59,1089151.99,894.84,180.53,2.76,3.97
Rapeseed &Mustard,2008,Kharif,West Bengal,216717.94,552630.75,1146.01,52.41,4.17,2.55
Rapeseed &Mustard,2008,Whole Year,West Bengal,115563.35,283130.21,457.63,92.31,2.71,2.45
Gram,2008,Rabi,West Bengal,25708.04,81494.49,1464.57,210.24,2.27,3.17
Gram,2008,Summer,West Bengal,410342.09,1456714.42,2108.51,203.41,1.71,3.55
Arhar/Tur,2008,Whole Year,West Bengal,449853.11,994175.37,708.74,192.02,1.16,2.21
Arhar/Tur,2008,Kharif,West Bengal,316227.07,939194.4,1402.72,209.12,1.55,2.97
Moong(Green Gram),2008,Whole Year,West Bengal,403722.8,843780.65,2067.08,109.56,0.95,2.09
Moong(Green Gram),2008,Rabi,West Bengal,175529.39,293134.08,1140.8,63.34,4.17,1.67
Potato,2008,Kharif,West Bengal,397781.28,14674151.42,970.53,177.9,1.29,36.89
Potato,2008,Summer,West Bengal,135451.34,5557568.48,1120.42,174.88,4.1,41.03
Onion,2008,Kharif,West Bengal,391589.81,12268508.75,1621.11,168.71,2.84,31.33
Onion,2008,Rabi,West Bengal,391749.67,13374333.73,1047.0,224.61,3.2,34.14
Tomato,2008,Kharif,West Bengal,264853.29,11960774.58,2051.53,144.77,2.38,45.16
Tomato,2008,Rabi,West Bengal,63692.88,2525422.69,1965.44,171.94,4.47,39.65
Banana,2008,Whole Year,West Bengal,394782.79,22242062.39,1111.46,127.92,3.9,56.34
Banana,2008,Kharif,West Bengal,401467.54,25155956.06,455.91,218.03,0.42,62.66
Rice,2009,Summer,Andhra Pradesh,317942.74,1929912.43,461.15,206.92,2.2,6.07
Rice,2009,Rabi,Andhra Pradesh,220435.93,1049275.03,743.71,33.29,2.0,4.76
